fund_identifier,funds,fees,fund_company
FU333BRUT,Diversified Fixed Income Atlernatives,0.006603083,Industrial Alliance
FU334BRUT,Diversified Alternatives,0.006603083,Industrial Alliance
FU771BRUT,Diversified - Short-Term Projects,0.006603083,Industrial Alliance
FU772BRUT,Diversified - Medium-Term Projects,0.006603083,Industrial Alliance
FU052BRUT,Balanced AQTIS,0.006603083,Industrial Alliance
FU769BRUT,Innovation (Franklin),0.006603083,Industrial Alliance
FU945BRUT,Climate Strategy (Wellington),0.006603083,Industrial Alliance
FU335BRUT,Balanced Growth (BCV),0.006603083,Industrial Alliance
FU708BRUT,Global Equity Shareholder Yield (TD-Epoch),0.006603083,Industrial Alliance
FU709BRUT,Global Equity Shareholder Yield (C$-Hedged) (TD-Epoch),0.006603083,Industrial Alliance
FU702BRUT,Global Diversifier (Forstrong),0.006603083,Industrial Alliance
FU600BRUT,Global Targeted Returns (Invesco),0.006603083,Industrial Alliance
FU782BRUT,Global Equity Small Cap (Lazard),0.006603083,Industrial Alliance
FU884BRUT,LifePath Retirement Index I (BlackRock),0.005846478,Industrial Alliance
FU879BRUT,LifePath 2025 Index (BlackRock),0.005846478,Industrial Alliance
FU880BRUT,LifePath 2030 Index (BlackRock),0.005846478,Industrial Alliance
FU881BRUT,LifePath 2035 Index (BlackRock),0.005846478,Industrial Alliance
FU882BRUT,LifePath 2040 Index (BlackRock),0.005846478,Industrial Alliance
FU883BRUT,LifePath 2045 Index (BlackRock),0.005846478,Industrial Alliance
FU894BRUT,LifePath 2050 Index (BlackRock),0.005846478,Industrial Alliance
FU912BRUT,LifePath 2055 Index (BlackRock),0.005846478,Industrial Alliance
FU927BRUT,LifePath 2060 Index (BlackRock),0.005846478,Industrial Alliance
FU411BRUT,Fidelity ClearPath Income,0.005846478,Industrial Alliance
FU412BRUT,Fidelity ClearPath 2020,0.005846478,Industrial Alliance
FU413BRUT,Fidelity ClearPath 2025,0.005846478,Industrial Alliance
FU414BRUT,Fidelity ClearPath 2030,0.005846478,Industrial Alliance
FU415BRUT,Fidelity ClearPath 2035,0.005846478,Industrial Alliance
FU416BRUT,Fidelity ClearPath 2040,0.005846478,Industrial Alliance
FU417BRUT,Fidelity ClearPath 2045,0.005846478,Industrial Alliance
FU418BRUT,Fidelity ClearPath 2050,0.005846478,Industrial Alliance
FU419BRUT,Fidelity ClearPath 2055,0.005846478,Industrial Alliance
FU721BRUT,Fidelity ClearPath 2060,0.005846478,Industrial Alliance
FU949BRUT,Lifepath 2065 Index (Blackrock),0.005846478,Industrial Alliance
FU878BRUT,LifePath 2020 Index (BlackRock),0.005846478,Industrial Alliance
FU760BRUT,U.S. Equity Index (BlackRock),0.00691615,Industrial Alliance
FU895BRUT,U.S. Equity Index Non-Registered (BlackRock),0.00691615,Industrial Alliance
FU518BRUT,U.S. Dividend Growth,0.00691615,Industrial Alliance
FU705BRUT,U.S. Equity,0.00691615,Industrial Alliance
FU512BRUT,U.S. Equity (Jarislowsky),0.00691615,Industrial Alliance
FU132BRUT,U.S. Equity (Mawer),0.00691615,Industrial Alliance
FU513BRUT,U.S. Equity Core (MFS),0.00691615,Industrial Alliance
FU479BRUT,U.S. Equity (Fiera Capital),0.00691615,Industrial Alliance
FU343BRUT,U.S. Equity Index (C$ - Hedged) (BlackRock),0.00691615,Industrial Alliance
FU642BRUT,US Large Cap Core Growth Equity (T. Rowe Price),0.00691615,Industrial Alliance
FU051BRUT,U.S. Equity Index (C$-Hedged) (BlackRock) ,0.00691615,Industrial Alliance
2002,Manulife Moderate Asset Allocation Fund34,0.00594,Manulife
2003,Manulife Balanced Asset Allocation Fund34,0.00594,Manulife
2004,Manulife Growth Asset Allocation Fund34,0.00594,Manulife
2005,Manulife Aggressive Asset Allocation Fund34,0.00592,Manulife
2025,Manulife Retirement Date 2025 Fund34,0.00618,Manulife
2030,Manulife Retirement Date 2030 Fund34,0.00619,Manulife
2035,Manulife Retirement Date 2035 Fund34,0.00619,Manulife
2040,Manulife Retirement Date 2040 Fund34,0.00618,Manulife
2045,Manulife Retirement Date 2045 Fund34,0.00618,Manulife
2050,Manulife Retirement Date 2050 Fund34,0.00618,Manulife
2055,Manulife Retirement Date 2055 Fund34,0.00617,Manulife
2060,Manulife Retirement Date 2060 Fund34,0.00616,Manulife
2140,Manulife Fidelity ClearPath Income Portfolio34,0.0083,Manulife
2143,Manulife Fidelity ClearPath 2020 Portfolio34,0,Manulife
2144,Manulife Fidelity ClearPath 2025 Portfolio34,0.0083,Manulife
2145,Manulife Fidelity ClearPath 2030 Portfolio34,0.0083,Manulife
2146,Manulife Fidelity ClearPath 2035 Portfolio34,0.0083,Manulife
2147,Manulife Fidelity ClearPath 2040 Portfolio34,0.0083,Manulife
2149,Manulife Fidelity ClearPath 2050 Portfolio34,0.0083,Manulife
2150,Manulife Fidelity ClearPath 2055 Portfolio34,0.0083,Manulife
2151,Manulife Fidelity ClearPath 2060 Portfolio34,0.0083,Manulife
2161,Manulife MFS Conservative Allocation Fund34,0.0068,Manulife
2162,Manulife MFS Moderate Allocation Fund34,0.0068,Manulife
2163,Manulife MFS Growth Allocation Fund34,0.0068,Manulife
2231,Manulife CI Portfolio Series Income Fund34,0.0071,Manulife
2232,Manulife CI Portfolio Series Moderate Fund34,0.0071,Manulife
2233,Manulife CI Portfolio Series Balanced Fund34,0.0071,Manulife
2234,Manulife CI Portfolio Series Growth Fund34,0.0071,Manulife
2235,Manulife CI Portfolio Series Maximum Growth Fund34,0.0071,Manulife
2240,Manulife CI LifeCycle Income Portfolio Fund34,0.0073,Manulife
2241,Manulife CI LifeCycle 2020 Portfolio Fund3,0.0073,Manulife
2242,Manulife CI LifeCycle 2025 Portfolio Fund3,0.0073,Manulife
2243,Manulife CI LifeCycle 2030 Portfolio Fund3,0.0073,Manulife
2244,Manulife CI LifeCycle 2035 Portfolio Fund3,0.0073,Manulife
2245,Manulife CI LifeCycle 2040 Portfolio Fund3,0.0073,Manulife
2246,Manulife CI LifeCycle 2045 Portfolio Fund3,0.0073,Manulife
2247,Manulife CI LifeCycle 2050 Portfolio Fund3,0.0073,Manulife
2248,Manulife CI LifeCycle 2055 Portfolio Fund3,0.0073,Manulife
2288,Manulife Russell Investments Multi-Asset Income Strategy Fund34,0.0107,Manulife
2289,Manulife Russell Investments Long-Term Growth Fund34,0.0107,Manulife
2311,Manulife BlackRock Balanced Conservative Index Fund34,0.00438,Manulife
2312,Manulife BlackRock Balanced Moderate Index Fund34,0.00446,Manulife
2313,Manulife BlackRock Balanced Aggressive Index Fund34,0.00461,Manulife
2321,Manulife BlackRock LifePath Retirement Index Fund34,0.00492,Manulife
2324,Manulife BlackRock LifePath Index 2020 Fund34,0.00502,Manulife
2325,Manulife BlackRock LifePath Index 2025 Fund34,0.00499,Manulife
2326,Manulife BlackRock LifePath Index 2030 Fund34,0.00507,Manulife
2327,Manulife BlackRock LifePath Index 2035 Fund34,0.00515,Manulife
2328,Manulife BlackRock LifePath Index 2040 Fund34,0.00521,Manulife
2329,Manulife BlackRock LifePath Index 2045 Fund34,0.00525,Manulife
2330,Manulife BlackRock LifePath Index 2050 Fund34,0.00527,Manulife
2331,Manulife BlackRock LifePath Index 2055 Fund34,0.00529,Manulife
2332,Manulife BlackRock LifePath Index 2060 Fund34,0.00556,Manulife
2500,Manulife Franklin LifeSmart Retirement Portfolio34,0.0074,Manulife
2531,Manulife Franklin LifeSmart 2025 Fund34,0.0074,Manulife
2532,Manulife Franklin LifeSmart 2030 Fund34,0.0069,Manulife
2533,Manulife Franklin LifeSmart 2035 Fund34,0.0074,Manulife
2534,Manulife Franklin LifeSmart 2040 Fund34,0.007,Manulife
2535,Manulife Franklin LifeSmart 2045 Fund34,0.0074,Manulife
2536,Manulife Franklin LifeSmart 2050 Fund34,0.0073,Manulife
2537,Manulife Franklin LifeSmart 2055 Fund34,0.0074,Manulife
2000,Manulife Retirement Income Fund34,0.00618,Manulife
2680,Manulife MFS LifePlan Retiree Fund34,0.0063,Manulife
2683,Manulife MFS LifePlan Retirement 2025 Fund34,0.0063,Manulife
2684,Manulife MFS LifePlan Retirement 2030 Fund34,0.0063,Manulife
2685,Manulife MFS LifePlan Retirement 2035 Fund34,0.0063,Manulife
2686,Manulife MFS LifePlan Retirement 2040 Fund34,0.0063,Manulife
2688,Manulife MFS LifePlan Retirement 2050 Fund34,0.0063,Manulife
2689,Manulife MFS LifePlan Retirement 2055 Fund34,0.0063,Manulife
3132,Manulife Canadian Money Market Fund (MIM),0.0038,Manulife
3191,Manulife Daily High Interest Fund,0.0033,Manulife
4012,Manulife Multi-Manager Canadian Bond Fund,0.00587,Manulife
4013,Manulife SP Funds Dow Jones Global Sukuk ETF Fund,0.0135,Manulife
4131,Manulife Canadian Bond Fund (MIM),0.0043,Manulife
4133,Manulife MIM Canadian Long Duration Fixed Income Fund,0.0049,Manulife
4136,Manulife MIM Strategic Fixed Income Fund,0.00635,Manulife
4138,Manulife MIM Canadian Core Plus Fixed Income Fund,0.0082,Manulife
4141,Manulife Fidelity Canadian Bond Fund,0.0068,Manulife
4142,Manulife FIAM Canadian Bond Fund,0,Manulife
4161,Manulife MFS Fixed Income Fund,0.0059,Manulife
4162,Manulife MFS Long Term Fixed Income Fund,0.00725,Manulife
4191,Manulife MIM Canadian Bond Index Fund,0.0039,Manulife
4242,Manulife Jarislowsky Fraser Bond Fund,0.00534,Manulife
4271,Manulife PH&N Bond Fund,0.0065,Manulife
4273,Manulife PH&N Short Term Bond & Mortgage Fund,0.0068,Manulife
4280,Manulife PH&N Core Plus Bond Fund,0,Manulife
4292,Manulife Guardian Bond Fund,0.00557,Manulife
4322,Manulife BlackRock Long Bond Index Fund,0,Manulife
4323,Manulife BlackRock Canada Universe Bond Index Fund,0.00395,Manulife
4341,Manulife abrdn Emerging Markets Debt Fund,0,Manulife
4372,Manulife AllianceBernstein Canadian Core Plus Bond Fund,0.0081,Manulife
4442,Manulife MIM Canadian Corporate Fixed Income Fund,0,Manulife
4444,Manulife MMF Strategic Investment Grade Global Bond Fund,0.0078,Manulife
4446,Manulife MMF US Unconstrained Bond Fund,0.0078,Manulife
4447,Manulife MMF Global Unconstrained Bond Fund,0.0073,Manulife
4503,Manulife Templeton Global Bond Fund,0.0078,Manulife
4632,Manulife Beutel Goodman Fixed Income Fund,0.00571,Manulife
4660,Manulife Canadian Mortgage Fund,0.0084,Manulife
4661,Manulife MIM Short Term Bond Fund,0.0053,Manulife
4663,Manulife MIM Real Return Bond Fund5,0,Manulife
4991,Manulife PIMCO Canadian Core Plus Bond Fund,0.0083,Manulife
5011,Manulife Balanced Fund3,0.0058,Manulife
5012,Manulife Multi-Manager Balanced Fund3,0.00712,Manulife
5091,Manulife Franklin Bissett Balanced Fund3,0.0071,Manulife
5132,Manulife MMF Monthly High Income Fund3,0.0063,Manulife
5141,Manulife Fidelity Canadian Asset Allocation Fund3,0.0082,Manulife
5145,Manulife Fidelity Global Asset Allocation Fund3,0.01005,Manulife
5161,Manulife MFS Balanced Growth Fund3,0.0059,Manulife
5162,Manulife MFS Responsible Balanced Fund35,0.0065,Manulife
5163,Manulife MFS Balanced Value Fund3,0.006,Manulife
5164,Manulife MFS Balanced Fund3,0.0059,Manulife
5181,Manulife Invesco Income Growth Fund3,0.0083,Manulife
5233,Manulife CI Canadian Balanced Fund3,0.0063,Manulife
5241,Manulife Jarislowsky Fraser Balanced Fund (Registered Plans Only)3,0.00534,Manulife
5271,Manulife PH&N Balanced Pension Trust Fund3,0.0064,Manulife
5291,Manulife Guardian Ethical Balanced SRI Fund3,0.00955,Manulife
5292,Manulife Guardian Managed Balanced Fund3,0.00741,Manulife
5313,Manulife CC&L Group Balanced Plus Fund3,0.00716,Manulife
5441,Manulife MMF Fundamental Income Fund3,0,Manulife
5444,Manulife MMF Global Strategic Balanced Yield Fund,0.0073,Manulife
5445,Manulife MMF Global Monthly High Income Fund,0.0073,Manulife
5446,Manulife MMF Yield Opportunities Fund,0.0068,Manulife
2663,Manulife Balanced Index Portfolio Fund34,0.0039,Manulife
5481,Manulife Greystone Balanced Fund3,0.00549,Manulife
7481,Manulife Greystone Canadian Equity Fund,0.00527,Manulife
7011,Manulife Canadian Equity Fund,0.0058,Manulife
7013,Manulife Multi-Manager Canadian Large Cap Core Fund,0.00663,Manulife
7014,Manulife Multi-Manager Canadian Large Cap Value Fund,0.00657,Manulife
7032,Manulife Montrusco Bolton Canadian Small Capitalization Equity Fund,0.0071,Manulife
7121,Manulife MIM Canadian Large Cap Growth Fund,0.00634,Manulife
7122,Manulife MMF Growth Opportunities Fund,0.0068,Manulife
7125,Manulife NEI Canadian Equity RS Fund,0.0112,Manulife
7131,Manulife Canadian Large Cap Value Equity Fund (MIM),0.0051,Manulife
7132,Manulife MIM Canadian Equity Index Fund,0.0038,Manulife
7136,Manulife MIM Canadian Core Equity Focused Fund,0.0073,Manulife
7141,Manulife Fidelity Canadian Large Cap Fund,0.0083,Manulife
7142,Manulife Fidelity Canadian Core Equity Institutional Fund,0.00614,Manulife
7143,Manulife Fidelity True North Fund,0.0083,Manulife
7144,Manulife Fidelity Canadian Disciplined Equity Fund,0.0083,Manulife
7146,Manulife FIAM Canadian Focused Equity Fund,0.00662,Manulife
7181,Manulife Invesco Canadian Fund,0.0083,Manulife
7241,Manulife Jarislowsky Fraser Canadian Equity Fund,0.00535,Manulife
7272,Manulife PH&N Canadian Equity Fund,0.0065,Manulife
7293,Manulife Guardian Canadian Growth Equity Fund,0,Manulife
7294,Manulife Guardian Canadian Equity Fund,0.00676,Manulife
7314,Manulife CC&L Equity Income & Growth Fund,0.00688,Manulife
7316,Manulife CC&L Group Fundamental Canadian Equity Fund,0.00646,Manulife
7321,Manulife BlackRock Active Canadian Equity Fund,0.00712,Manulife
7322,Manulife BlackRock Canadian Equity Index Fund,0.00422,Manulife
7382,Manulife FGP Canadian Equity Fund,0.00545,Manulife
7441,Manulife MMF Canadian Dividend Growth Fund,0.0088,Manulife
7442,Manulife MMF Fundamental Dividend Income Fund,0.0088,Manulife
7451,Manulife Mawer Canadian Equity Fund,0,Manulife
7502,Manulife Franklin Bissett Canadian Equity Fund,0.0063,Manulife
7503,Manulife Franklin Bissett Small Cap Fund,0.00955,Manulife
7601,Manulife Scheer Rowlett Canadian Equity Fund,0.0069,Manulife
7631,Manulife Beutel Goodman Canadian Equity Fund5,0.00647,Manulife
7632,Manulife Beutel Goodman Fundamental Canadian Equity Fund,0,Manulife
7636,Manulife Beutel Goodman Fundamental Canadian Equity Fund II,0.00728,Manulife
7661,Manulife MIM Canadian Equity Fund,0.0051,Manulife
7871,Manulife BMO AM Canadian Small-Cap Equity Fund,0.00877,Manulife
7971,Manulife NEI Canadian Equity RS Fund II,0,Manulife
8011,Manulife EAFE Plus Equity Fund (Pictet),0.0098,Manulife
8013,Manulife Multi-Manager US Equity Fund,0.00714,Manulife
8014,Manulife Multi-Manager International Equity Fund,0.00879,Manulife
8015,Manulife Multi-Manager Global Equity Fund,0.00875,Manulife
8016,Manulife SP Funds Shariah S&P 500 ETF Fund,0.0119,Manulife
8051,Manulife Schroders Emerging Markets Equity Fund,0.01405,Manulife
8113,Manulife AGF Emerging Markets Equity Fund,0.0121,Manulife
8114,Manulife AGF Global Equity Fund9,0.0088,Manulife
8115,Manulife AGF American Growth Equity,0.0103,Manulife
8121,Manulife NEI US Equity RS Fund,0.0122,Manulife
8131,Manulife MIM US Equity Index Fund,0.00385,Manulife
8132,Manulife MIM US Large Cap Core Fund,0.006,Manulife
8139,Manulife MIM Global Small Cap Equity Fund,0.0122,Manulife
8141,Manulife Fidelity Global Fund,0,Manulife
8142,Manulife Fidelity US Focused Fund,0.0085,Manulife
8143,Manulife Fidelity American Disciplined Equity Fund,0.0085,Manulife
8161,Manulife MFS Global Equity Growth Fund5,0,Manulife
8163,Manulife MFS US Equity Core Fund I5,0,Manulife
8181,Manulife Invesco Global Companies Fund,0.0083,Manulife
8184,Manulife Invesco Global Small-Cap Equity Fund,0.0126,Manulife
8185,Manulife Invesco US Small-Cap Value Equity Fund,0.0123,Manulife
5585,Manulife FGP Diversified Fund3,0.00647,Manulife
5631,Manulife Beutel Goodman Balanced Fund3,0.00617,Manulife
5661,Manulife MIM Diversified Fund3,0.00495,Manulife
5682,Manulife MFS Balanced Growth Fund II3,0.0059,Manulife
5972,Manulife NEI Select Balanced RS Portfolio Fund II3,0.0102,Manulife
8231,Manulife CI American Value Fund,0.0084,Manulife
8911,Manulife Hexavest Global Equity Fund,0.00778,Manulife
8272,Manulife RBC Emerging Markets Equity Fund,0.0136,Manulife
8311,Manulife CC&L Q Group Global Equity Fund,0.00984,Manulife
8321,Manulife BlackRock International Equity Index Fund,0.00429,Manulife
8322,Manulife BlackRock US Equity Index Fund (Registered Plans Only),0.00414,Manulife
8323,Manulife BlackRock US Equity Index Fund (Taxable),0.00418,Manulife
8324,Manulife BlackRock ACWI ex-Canada Index Fund,0.00505,Manulife
8326,Manulife BlackRock Emerging Markets Index Fund,0.00637,Manulife
8327,Manulife BlackRock Global REIT Index Fund,0.00509,Manulife
8329,Manulife BlackRock Global Infrastructure Index Fund,0.00551,Manulife
8342,Manulife abrdn Global Equity Fund,0.0113,Manulife
8361,Manulife Sprucegrove International Equity Fund,0.0094,Manulife
8362,Manulife Sprucegrove Global Equity Fund,0.00936,Manulife
8382,Manulife FGP International Equity Fund,0.00717,Manulife
8401,Manulife Boston Partners International Equity Fund,0.0078,Manulife
8402,Manulife Boston Partners Global Equity Fund,0.0078,Manulife
8421,Manulife Aristotle Capital International Equity Fund,0.00955,Manulife
8431,Manulife JP Morgan Global Intrepid Fund,0.0096,Manulife
8441,Manulife Global Dividend Growth Fund  (MAM),0.0093,Manulife
8442,Manulife MMF Global Franchise Fund,0.0098,Manulife
8444,Manulife MMF US Dividend Income Fund,0.0093,Manulife
8451,Manulife Mawer US Equity Fund,0.00644,Manulife
8457,Manulife Mawer Global Equity Fund,0.00808,Manulife
8508,Manulife Franklin Global Growth Equity Fund,0.0103,Manulife
8521,Manulife Nordea Stable Return Fund,0.0103,Manulife
8581,Manulife Fidelity Global Real Estate Fund,0.00895,Manulife
8631,Manulife Beutel Goodman American Equity Fund,0.00627,Manulife
8633,Manulife Beutel Goodman Global Equity Fund,0.00672,Manulife
8660,Manulife MIM Hedged US Equity Index Fund,0.00612,Manulife
8664,Manulife MIM US Equity Direct Index Registered Fund,0.004,Manulife
8670,Manulife MIM International Equity Index Fund,0.0042,Manulife
8671,Manulife MIM Global Climate Fund,0.0093,Manulife
8672,Manulife MIM Global Equity Index Fund,0.0046,Manulife
8681,Manulife MFS International Equity Fund II,0.00985,Manulife
8683,Manulife MFS US Equity Core Fund,0.008,Manulife
8684,Manulife MFS Global Growth Equity Fund,0.0095,Manulife
8688,Manulife MFS Global Research Equity Fund,0.0094,Manulife
8762,Manulife State Street US Equity Fund,0.0105,Manulife
8812,Manulife TD Low Volatility All World Equity Fund,0.00562,Manulife
8813,Manulife TDAM Hedged Synthetic International Equity Index Fund,0.00545,Manulife
8871,Manulife BMOAM US Equity Fund,0.0083,Manulife
8931,Manulife Lazard Global Small-Cap Equity Fund,0.01328,Manulife
8932,Manulife Lazard Global Infrastructure Fund,0.0127,Manulife
8971,Manulife NEI US Equity RS Fund II,0,Manulife
8972,Manulife NEI International Equity Fund,0.0123,Manulife
8973,Manulife NEI Environmental Leaders Fund,0,Manulife
9064,Manulife Schroder Diversified Growth Fund,0,Manulife
9575,Manulife Canadian Real Estate Fund,0.01202,Manulife
8196,Manulife US Diversified Growth Equity Fund (Wellington),0.00675,Manulife
8243,Manulife Jarislowsky Fraser US Equity Fund,0.00533,Manulife
2687,Manulife MFS LifePlan Retirement 2045 Fund34,0.0063,Manulife
4192,Manulife Fixed Income Plus Fund (AllianceBernstein)5,0,Manulife
5301,Manulife Leith Wheeler Diversified Pooled Fund (Registered Plans Only)3,0.0063,Manulife
5452,Manulife Mawer Canadian Balanced Fund355,0,Manulife
7012,Manulife Multi-Manager Canadian Large Cap Growth Fund,0.00671,Manulife
7313,Manulife CC&L Group Canadian Q Growth Fund,0.006,Manulife
7812,Manulife TD Emerald Low Volatility Canadian Equity Fund,0,Manulife
8183,Manulife Invesco International Equity Fund,0.0095,Manulife
8187,Manulife Invesco Global Targeted Returns Fund,0.0119,Manulife
8294,Manulife Guardian i3 International Equity Fund,0.01007,Manulife
8452,Manulife Mawer International Equity Fund,0.00838,Manulife
2001,Manulife Conservative Asset Allocation Fund34,0.00592,Manulife
2148,Manulife Fidelity ClearPath 2045 Portfolio34,0.0083,Manulife
2287,Manulife Russell Investments Balanced Growth Fund34,0.0105,Manulife
F00000JSEV,SL MFS US Value Seg Fund,0.0066,Sun Life
F00000JSEX,SL MFS Global Growth Seg Fund,0.008,Sun Life
F00000MSJT,SLF PH&N Short Bond Seg Fund,0.005,Sun Life
F00000H9MM,SL 2045 Milestone Seg Fund,0.0081,Sun Life
F00000JSEU,SL MFS US Growth Seg Fund,0.0065,Sun Life
F00000JSEW,SL MFS Global Value Seg Fund,0.0081,Sun Life
F00000MCRN,SL BlackRock Canadian Equity Seg Fund,0.0057,Sun Life
F00000NZ56,Lazard Gl Listed Infrastructure Seg Fund,0.0109,Sun Life
F00000PECQ,SL Dynamic Strategic Yield Seg Fund,0.0071,Sun Life
F00000PECR,SL Dynamic Equity Income Seg Fund,0.0069,Sun Life
F00000PH35,Fidelity ClearPath 2050 Port Seg Fund,0.006583,Sun Life
F00000PH36,Fidelity ClearPath 2055 Port Seg Fund,0.006584,Sun Life
F00000Q628,Invesco Global Small Cap Equity Seg Fund,0.0104,Sun Life
F00000Q629,PH&N Cdn Equity Value Segregated Fund,0.0052,Sun Life
F00000Q62B,PIMCO Canada Cdn CorePLUS Bond Seg Fund,0.0069,Sun Life
F00000Q62C,TDAM Active Cdn Corporate Bond Seg Fund,0.005175,Sun Life
F00000Q62D,TDAM Canadian Core Plus Bond Seg Fund,0.005095,Sun Life
F00000Q62E,SL Granite Income Seg Fund,0.0067,Sun Life
F00000QFU4,BGO Canadian Real Estate Plus Seg Fund,0.01214,Sun Life
F00000QK01,CI Canadian Equity Segregated Fund,0.006,Sun Life
F00000SA70,Fiera US Equity Segregated Fund,0.00797,Sun Life
F00000SA72,Franklin Global Growth Segregated Fund,0.009,Sun Life
F00000SA73,TDAM Globl Eq Shareholder Yld Seg Fd Reg,0.008827,Sun Life
F00000SA74,Fiera International Equity Seg Fund,0.010867,Sun Life
F00000SA75,Schroder Diversified Growth Seg Fund,0.0095,Sun Life
F00000MSJV,SLF PH&N Long Bond Seg Fund,0.00505,Sun Life
F00000NCJU,SL Granite 2050 Seg Fund,0.0062,Sun Life
F00000OLOB,BLK LifePath Index 2050 Segregated Fund,0.005077,Sun Life
F00000Q62F,SL Granite Enhanced Income Seg Fund,0.0071,Sun Life
F00000TWBF,TDAM US Market Index Seg Fund (Reg),0.003232,Sun Life
F00000MSJW,Templeton Global Bond Segregated Fund,0.0075,Sun Life
F00000MSJZ,Invesco Global Real Est Seg Fund-Listed,0.0095,Sun Life
F00000MSK0,SL Schroder Emerging Markets Seg Fund,0.011,Sun Life
F00000XBW8,SL Opportunistic Fixed Income Seg Fund,0.0093,Sun Life
F00000XDOW,T Rowe US LC Core Growth Seg Fund (Reg),0.006986,Sun Life
F00000YT9Q,TDAM Low Vol Global Equity Seg Fund,0.00464,Sun Life
F00000YT9S,MFS Cdn Core Plus Fixed Income Seg Fund,0.0048,Sun Life
F00000YT9T,MFS Global Fixed Income Segregated Fund,0.0065,Sun Life
F00000YT9U,PH&N Fossil Fuel Free Global Eq Seg Fund,0.0082,Sun Life
F00000YT9W,BlackRock ACWI Alpha Tilts Seg Fund(Reg),0.009319,Sun Life
F00000YT9X,BlackRock US Eq Ind Hedged Seg Fund(Reg),0.003771,Sun Life
F00000YT9Z,T Rowe US LC Core Growth Seg Fund,0.006572,Sun Life
F0000102IW,SL Multi-Strategy Cdn Equity Seg Fund,0.005891,Sun Life
F0000102IX,SL Multi-Strategy Global Equity Seg Fund,0.007934,Sun Life
F000010TYW,SL Schroder Global Mid Cap Seg Fd,0.0101,Sun Life
F000011E5T,BLK LifePath Index 2060 Segregated Fund,0.005216,Sun Life
F0000139VT,MFS LifePlan Retirement 2060 Seg Fund,0.0055,Sun Life
F000013QNW,SL 2060 Milestone Seg Fund,0.0089,Sun Life
F000013QO0,SL Granite 2060 Seg Fund,0.006296,Sun Life
F0000147EG,WindWise Cdn Managed Volatility Seg Fund,0.0043,Sun Life
F0000161R1,Capital Group US Equity Seg Fund,0.008,Sun Life
F0000161R4,Schroder Global Sustainable Grwth Seg Fd,0.011,Sun Life
F000016OJ8,TDAM Global Eq Shareholder Yield Seg Fd,0.008827,Sun Life
F000016STN,Global Alpha Group Global Small Cp Sg Fd,0.013405,Sun Life
F000016XIO,MFS LifePlan Retirement 2065 Seg Fund,0.0055,Sun Life
F00001CHQ9,PH&N Fossil Fuel Free Bond Seg Fund,0.0052,Sun Life
F00001CHQA,PH&N Fossil Fuel Free LwVol Cdn Eq Sg Fd,0.0052,Sun Life
F00000VIQH,TRP Global Growth Equity Seg Fund,0.008329,Sun Life
F00000VOOP,BLK LifePath Index 2055 Segregated Fund,0.00509,Sun Life
F00000VOOQ,SL Granite 2055 Seg Fund,0.006249,Sun Life
F00000W2E8,AlphaFixe Return Plus Segregated Fund,0.006314,Sun Life
F00000WNR2,Mawer Global Equity Seg Fund,0.008046,Sun Life
F00000WUXJ,SL MFS Low Vol Intl Equity Seg Fund,0.0071,Sun Life
F00000WUXK,MFS LifePlan Retirement 2055 Seg Fund,0.0055,Sun Life
F00000X8PN,SL 2050 Milestone Seg Fund,0.0088,Sun Life
F00000X8PO,SL 2055 Milestone Seg Fund,0.0088,Sun Life
F000010PCG,Fidelity ClearPath 2060 Port Seg Fund,0.006588,Sun Life
F000011P5T,SL Unconstrained International Eq Seg Fd,0.0081,Sun Life
F000013KCF,PIMCO Canada Monthly Income Seg Fund,0.009,Sun Life
F000014FHD,Mawer US Equity Segregated Fund,0.006075,Sun Life
F000014H4A,Franklin Global Real Assets Seg Fund,0.011,Sun Life
F000014H4D,SL Multi-Strategy Real Asset Seg Fund,0.0096,Sun Life
F0000159TR,JF SmallMid Cap Equity Segregated Fund,0.008039,Sun Life
F0000161R0,Capital Group Global Equity Seg Fund,0.0089,Sun Life
F0CAN069WP,MFS Conservative Allocation Seg Fund,0.006,Sun Life
F0CAN069WQ,MFS Moderate Allocation Segregated Fund,0.006,Sun Life
F0CAN069WR,MFS Growth Allocation Segregated Fund,0.006,Sun Life
F0CAN06YCT,SL 2025 Milestone Seg Fund,0.0074,Sun Life
F0CAN06YCU,SL 2030 Milestone Seg Fund,0.0079,Sun Life
F0CAN06YCV,SL 2035 Milestone Seg Fund,0.00581,Sun Life
F0CAN06YCW,SL 2040 Milestone Seg Fund,0.0081,Sun Life
F0CAN06ZKT,BLK LifePath Index Retirement Seg Fund I,0.004735,Sun Life
FOUSA06OGU,BLK LifePath Index 2025 Segregated Fund,0.004792,Sun Life
FOUSA06OGV,BLK LifePath Index 2035 Segregated Fund,0.004953,Sun Life
FOUSA06OJZ,TDAM Global Equity Index Segregated Fund,0.003675,Sun Life
FOUSA06OLB,SL MFS US Equity Seg Fund,0.00615,Sun Life
FOUSA06OLE,MFS Balanced Growth Segregated Fund,0.00495,Sun Life
FOUSA06OLU,MFS Low Volatility Canadian Eq Seg Fund,0.0046,Sun Life
FOUSA06OLW,BG American Equity Segregated Fund,0.00545,Sun Life
FOUSA06OM2,MFS Cdn Fixed Income Segregated Fund,0.0045,Sun Life
FOUSA06OM3,BG Balanced Segregated Fund,0.0054,Sun Life
